Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
A Morneault,Assemblage fonctionnel des communautés de bryophytes du Haut-Arctique en réponse aux changements globaux,2022,,https://depot-e.uqtr.ca/id/eprint/10452/1/eprint10452.pdf,PDF,,0,176,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72855
"ÀLAMEN ÉCOLOGIE, A GARANT","IMPACT DE LA PROPORTION DE MÉLÈZE LARICIN EN CANOPÉE SUR LA COMPOSITION, LA DIVERSITÉ ET LES TRAITS FONCTIONNELS DES PLANTES …",2022,,https://chaireafd.uqat.ca/publication/articlePDF/memoire-andreane-garant.pdf,PDF,,0,177,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72856
A Garant,"Impact de la proportion de mélèze laricin en canopée sur la composition, la diversité et les traits fonctionnels des plantes vasculaires et des bryophytes en sous-bois",2022,,https://depositum.uqat.ca/id/eprint/1344/,,,0,178,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72857
"T Milićević, D Relić, M Urošević-Aničić…","Supplementary data for the article: Milićević, T.; Relić, D.; Urošević, MA; Vuković, G.; Škrivanj, S.; Samson, R.; Popović, A. Integrated Approach to Environmental …",2018,Ecotoxicology and …,https://core.ac.uk/download/pdf/299315598.pdf,PDF,,0,179,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72858
M NOUALHAGUET,"IMPACTS DE L'AMÉNAGEMENT FORESTIER ÉCOSYSTÉMIQUE EN FORÊT BORÉALE MIXTE: STRUCTURE, COMPOSITION, RÉGÉNÉRATION ET …",2023,,https://chaireafd.uqat.ca/publication/articlePDF/these-marion-noualhaguet.pdf,PDF,,0,180,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72859
M Baret,Étude de quelques mécanismes écophysiologiques associés aux changements temporels de croissance de la forêt boréale du nord-est du Canada,2018,,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1132124456,,,0,182,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness",72861
"杉本敦子, 青木周司",トップダウン法とボトムアップ法による CO2 フラックス推定値の比較-シベリア・ヤクーツクでの試み,2016,講演予稿集,https://nipr.repo.nii.ac.jp/?action=repository_uri&item_id=12411&file_id=22&file_no=1#page=55,PDF,,0,183,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72862
C Laberge Pelletier,L'environnement des éricacées des forêts de l'est du Québec,2007,MSc Sciences forestières …,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1273289371,,,9,184,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72863
"BU SCHWARZ, P POSCHLOD",Die Letzten ihrer Art in Bayern–Das Eiszeitrelikt Zwergbirke (Betula nana L.),2015,… .[The last of its kind in Bavaria …,https://www.researchgate.net/profile/Samantha-Ruppel-2/publication/352740026_Praktische_Erfahrungen_mit_internationalen_Workcamps_im_Bergwald/links/60d5dcc9299bf1ea9ebba767/Praktische-Erfahrungen-mit-internationalen-Workcamps-im-Bergwald.pdf#page=21,PDF,,5,186,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72865
"МД Корзухин, НН Выгодская…",Применение объединенной модели фотосинтеза и устьичной проводимости к анализу ассимиляции углерода елью и лиственницей в лесах России,2004,Физиология …,https://www.researchgate.net/profile/Fyodor-Tatarinov/publication/226953561_Application_of_a_Coupled_Photosynthesis-Stomatal_Conductance_Model_to_Analysis_of_Carbon_Assimilation_by_Spruce_and_Larch_Trees_in_the_Forests_of_Russia/links/5ed5ee1992851c9c5e7251f9/Application-of-a-Coupled-Photosynthesis-Stomatal-Conductance-Model-to-Analysis-of-Carbon-Assimilation-by-Spruce-and-Larch-Trees-in-the-Forests-of-Russia.pdf,PDF,,16,187,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72866
J Borgulat,Zróżnicowanie zawartości metali ciężkich i wielopierścieniowych węglowodorów aromatycznych (WWA) w igłach Picea abies oraz Abies alba w Beskidzie Śląskim i …,2020,,https://rebus.us.edu.pl/handle/20.500.12128/17080,,,1,188,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72867
GT COLE,THE CANADIAN BOTANICAL ASSOCIATION,NA,cba-abc.ca,https://www.cba-abc.ca/wp-content/uploads/2020/01/vol_12_3.pdf,PDF,,0,8,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72875
"JS Mitchell, RW Ruess",Seasonal patterns of climate controls over nitrogen fixation by Alnus viridis subsp. fruticosa in a secondary successional chronosequence in interior Alaska,2009,Ecoscience,https://www.tandfonline.com/doi/abs/10.2980/16-3-3236,,10.2980/16-3-3236,19,28,2024-07-11 13:02:36,"google,google,google,google,google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--nitrogenfixation,pleurozium--nutrientresorption,pleurozium--phenology,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--nitrogenfixation,pleurozium--nutrientresorption,pleurozium--phenology",72895
"O Cherepanova, I Petrova, S Sannikov, Y Mishchihina",Diagnostics and Description of a New Subspecies of Calluna vulgaris (L.) Hull from Western Siberia,2023,Horticulturae,https://www.mdpi.com/2311-7524/9/3/386,HTML,,1,35,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72902
TT Elkington,Myosotis Alpestris FW Schmidt,1964,Journal of Ecology,https://www.jstor.org/stable/2257857,,,15,38,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72905
"MB Dickinson, EA Johnson…",Fire spread probabilities for experimental beds composed of mixedwood boreal forest fuels,2013,Canadian Journal of …,https://cdnsciencepub.com/doi/abs/10.1139/cjfr-2012-0291,,10.1139/cjfr-2012-0291,13,39,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72906
"A Carlisle, AHF Brown",Pinus Sylvestris L.,1968,Journal of Ecology,https://www.jstor.org/stable/2258078,,,81,41,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72908
M Lodenius,Use of plants for biomonitoring of airborne mercury in contaminated areas,2013,Environmental research,https://www.sciencedirect.com/science/article/pii/S0013935113000157,HTML,,93,42,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72909
"R Nestby, AL Hykkerud…","Review of botanical characterization, growth preferences, climatic adaptation and human health effects of Ericaceae and Empetraceae wild dwarf shrub …",2019,Journal of Berry …,https://content.iospress.com/articles/journal-of-berry-research/jbr190390,HTML,,24,46,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72913
Y Li,Ecological and eco-physiological studies of two Sphagnum species,1991,,https://search.proquest.com/openview/59502a7742483e9bd5f6a3f147907d92/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,2,50,2024-07-11 13:02:36,"google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,sphagnum--leafthickness,sphagnum--leafthickness",72917
W Zhao,"Interactive trait effects of plant species, organs, decomposition stages and moisture on litter fire behavior",2018,,https://research.vu.nl/files/56817669/complete%20dissertation.pdf,PDF,,0,52,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72919
"PE Karlsson, H Pleijel, C Andersson, R Bergström…",The vulnerability of northern European vegetation to ozone damage in a changing climate,2021,,https://helda.helsinki.fi/bitstreams/fb89da05-d0e8-4e40-9e7b-4e5500a3d810/download,PDF,,0,53,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72920
"PE Karlsson, H Pleijel, C Andersson, R Bergström…",The vulnerability of northern European vegetation to ozone damage in a changing climate: an assessment based on current knowledge,2021,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1569009,,,2,54,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72921
"H Harmens, G Mills, F Hayes, JF Castell, O Bethenod…","ICP Vegetation: 27th Task Force Meeting and ozone workshop, 28-30 January 2014, Paris, France: programme &abstracts",2014,,https://nora.nerc.ac.uk/id/eprint/505890/1/N505890BK.pdf,PDF,,0,59,2024-07-11 13:02:36,"google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield",72926
"X Laffray, M Domanski, JF Castell",Foliar surface cleaning techniques for analysis of particulate chemical composition in aire pollutants monitoring,2014,27th Task Force Meeting of the ICP …,https://hal.science/hal-01622985/document,PDF,,0,60,2024-07-11 13:02:36,"google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield",72927
"C Máguas, H Griffiths",Applications of stable isotopes in plant ecology,2003,Progress in Botany: Genetics Physiology …,https://link.springer.com/chapter/10.1007/978-3-642-55819-1_18,,10.1007/978-3-642-55819-1_18,43,61,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72928
"M Sonesson, U Molau","The Caledonian mountains. Northern Europe, and their changing ecosystems",1998,Pirineos,https://pirineos.revistas.csic.es/index.php/pirineos/article/view/122,,,3,62,2024-07-11 13:02:36,"google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness",72929
LM López,"Ultraviolet-absorbing compounds in bryophytes: phylogeny, ecology and biomonitorization",2014,,https://dialnet.unirioja.es/servlet/tesis?codigo=43244,,,1,64,2024-07-11 13:02:36,"google,google,google,google,google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield,syntrichia--leafthickness,syntrichia--leafthickness,syntrichia--quantumyield,syntrichia--reflectance",72931
SA Ivanovich,顿巴斯景观人为改造条件下的植物生态策略,NA,上合组织国家的科学研究: 协同和一体化,http://naukarus.ru/public_html/wp-content/uploads/2023/07/Scientific%20research%20of%20the%20SCO%20countries%20-%20July%2012%20-%20Part%202.pdf#page=122,PDF,,0,65,2024-07-11 13:02:36,"google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--leafthickness,syntrichia--leafthickness,syntrichia--leafthickness",72932
GF Anchelergues,Ultraviolet radiation and aquatic bryophytes: physiological damage and protection mechanisms under laboratory and field conditions,2012,,https://dialnet.unirioja.es/servlet/tesis?codigo=25832,,,0,66,2024-07-11 13:02:36,"google,google,google,google,google,google","pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield,pleurozium--leafthickness,pleurozium--leafthickness,pleurozium--quantumyield",72933
"M Schmalholz, K Hylander",Succession of bryophyte assemblages following clear-cut logging in boreal spruce-dominated forests in south-central Sweden—Does retrogressive succession occur …,2009,Canadian journal of forest …,https://cdnsciencepub.com/doi/abs/10.1139/X09-113,,10.1139/X09-113,38,98,2024-07-11 11:00:45,"google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--NA,pleurozium--light,pleurozium--light,pleurozium--NA",73031
EO Yurchenko,Corticioid fungi on mosses in Belarus,2001,,https://rep.polessu.by/bitstream/123456789/16175/1/Yurchenko_EO_Corticioid%20fungi%20on%20mosses%20in%20Belarus.pdf,PDF,,15,118,2024-07-11 11:00:45,"google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--scattering,pleurozium--light,pleurozium--light,pleurozium--scattering",73051
T Nakatsubo,The effect of growth form on the evaporation in some subalpine mosse,1994,Ecological Research,https://esj-journals.onlinelibrary.wiley.com/doi/abs/10.1007/BF02348410,,10.1007/BF02348410,20,121,2024-07-11 11:00:45,"google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--photosynthesis,pleurozium--light,pleurozium--light,pleurozium--photosynthesis",73054
"AK Jägerbrand, HJ During","Effects of simulated shade on growth, number of branches and biomass in Hylocomium splendens and Racomitrium lanuginosum",2005,Lindbergia,https://www.jstor.org/stable/20150196,,,11,123,2024-07-11 11:00:45,"google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--light,pleurozium--light",73056
"CJ Pasiche-Lisboa, RJ Belland, MD Piercey-Normore",Regeneration responses differ among three boreal mosses after exposure to extreme temperatures,2018,Botany,https://cdnsciencepub.com/doi/abs/10.1139/cjb-2018-0004,,10.1139/cjb-2018-0004,1,138,2024-07-11 11:00:45,"google,google,google,google,google,google,google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--phenology,pleurozium--respiration,pleurozium--rhizoid,pleurozium--light,pleurozium--light,pleurozium--phenology,pleurozium--respiration,pleurozium--rhizoid,syntrichia--phenology,syntrichia--phenology",73071
"EV Yakovleva, DN Gabov",TE MPORARY CHANGES IN POLYARENES CONTENT IN SOILS AND PLANTS UNDER THE INFLUENCE OF COAL MINING,2017,RUDN Journal of Ecology and Life …,https://journals.rudn.ru/ecology/article/view/17189,,,4,141,2024-07-11 11:00:45,"google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--soil,pleurozium--light,pleurozium--light,pleurozium--soil",73074
"M Vollár, A Gyovai, P Szűcs, I Zupkó, M Marschall…",Antiproliferative and antimicrobial activities of selected bryophytes,2018,Molecules,https://www.mdpi.com/1420-3049/23/7/1520,HTML,,47,142,2024-07-11 11:00:45,"google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--light,pleurozium--light",73075
"VV Prokopenko, GM Zenova, NA Manucharova",Ecophysiological characteristics of psychrotolerant actinomycetes in tundra and forest landscapes,2019,Eurasian Soil Science,https://link.springer.com/article/10.1134/S1064229319040100,HTML,10.1134/S1064229319040100,2,143,2024-07-11 11:00:45,"google,google,google,google,google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--nitrogenfixation,pleurozium--soil,pleurozium--light,pleurozium--light,pleurozium--nitrogenfixation,pleurozium--soil",73076
"DMÄ RADU, D TRAUTZ…",Moss: Decorative and Ecological Potential in Landscape,2015,ProEnvironment …,https://search.proquest.com/openview/5dd2afa722c160ec43d1f2a8f87e8546/1?pq-origsite=gscholar&cbl=2046431,,,2,146,2024-07-11 11:00:45,"google,google,google,google","pleurozium--light,pleurozium--light,pleurozium--light,pleurozium--light",73079
